rounded_timestamp,timestamp_uri,workhours,target_values_211,target_values_154,outside_temp_Eindhoven,1_0_target
2022-05-07 09:00:00,https://interconnectproject.eu/example/2022-05-07_090000,0,22.45,21.95,20.7,1
2022-08-29 11:00:00,https://interconnectproject.eu/example/2022-08-29_110000,1,23.3,22.8,20.7,1
2022-08-19 16:00:00,https://interconnectproject.eu/example/2022-08-19_160000,1,24.1,23.65,20.7,1
2022-07-16 09:00:00,https://interconnectproject.eu/example/2022-07-16_090000,0,23.4,22.9,20.7,1
2022-07-10 17:00:00,https://interconnectproject.eu/example/2022-07-10_170000,0,23.55,22.7,20.7,1
2022-09-01 18:00:00,https://interconnectproject.eu/example/2022-09-01_180000,0,22.85,22.55,20.7,1
2022-05-18 06:00:00,https://interconnectproject.eu/example/2022-05-18_060000,0,22.75,22.5,20.7,1
2022-07-12 21:00:00,https://interconnectproject.eu/example/2022-07-12_210000,0,23.5,23.1,20.7,1
2022-10-27 15:00:00,https://interconnectproject.eu/example/2022-10-27_150000,1,21.85,22.4,20.7,1
2022-05-20 10:00:00,https://interconnectproject.eu/example/2022-05-20_100000,1,23.6,22.9,20.7,1
2022-07-25 18:00:00,https://interconnectproject.eu/example/2022-07-25_180000,0,24.45,24.0,20.7,1
2022-07-03 15:00:00,https://interconnectproject.eu/example/2022-07-03_150000,0,24.3,23.5,20.7,1
2022-07-24 22:00:00,https://interconnectproject.eu/example/2022-07-24_220000,0,24.15,24.0,20.7,1
2022-08-08 08:00:00,https://interconnectproject.eu/example/2022-08-08_080000,0,23.15,22.7,20.7,1
2022-07-01 13:00:00,https://interconnectproject.eu/example/2022-07-01_130000,1,23.9,23.1,20.7,1
2022-08-05 08:00:00,https://interconnectproject.eu/example/2022-08-05_080000,0,23.35,23.4,20.7,1
2022-09-09 14:00:00,https://interconnectproject.eu/example/2022-09-09_140000,1,22.4,22.8,20.7,1
2022-08-22 07:00:00,https://interconnectproject.eu/example/2022-08-22_070000,0,22.65,22.8,20.7,1
2022-08-30 18:00:00,https://interconnectproject.eu/example/2022-08-30_180000,0,23.200000000000000,22.7,20.7,1
2022-09-05 06:00:00,https://interconnectproject.eu/example/2022-09-05_060000,0,22.75,22.700000000000000,20.7,1
2022-07-05 14:00:00,https://interconnectproject.eu/example/2022-07-05_140000,1,24.0,23.15,20.7,1
2022-07-02 08:00:00,https://interconnectproject.eu/example/2022-07-02_080000,0,23.950000000000000,22.65,20.7,1
2022-08-26 11:00:00,https://interconnectproject.eu/example/2022-08-26_110000,1,23.5,23.6,20.7,1
2022-07-25 04:00:00,https://interconnectproject.eu/example/2022-07-25_040000,0,23.8,23.9,20.7,1
2022-08-31 18:00:00,https://interconnectproject.eu/example/2022-08-31_180000,0,23.05,22.7,20.7,1
2022-08-03 23:00:00,https://interconnectproject.eu/example/2022-08-03_230000,0,23.9,23.75,20.6,1
2022-08-07 08:00:00,https://interconnectproject.eu/example/2022-08-07_080000,0,23.8,23.05,20.6,1
2022-10-27 12:00:00,https://interconnectproject.eu/example/2022-10-27_120000,1,21.75,22.25,20.6,1
2022-05-20 11:00:00,https://interconnectproject.eu/example/2022-05-20_110000,1,23.6,22.9,20.6,1
2022-05-14 11:00:00,https://interconnectproject.eu/example/2022-05-14_110000,0,22.9,22.2,20.6,1
2022-07-05 15:00:00,https://interconnectproject.eu/example/2022-07-05_150000,1,23.9,23.0,20.6,1
2022-08-30 08:00:00,https://interconnectproject.eu/example/2022-08-30_080000,0,22.75,22.7,20.6,1
2022-06-22 19:00:00,https://interconnectproject.eu/example/2022-06-22_190000,0,23.55,23.0,20.6,1
2022-08-17 05:00:00,https://interconnectproject.eu/example/2022-08-17_050000,0,23.9,24.1,20.6,1
2022-09-03 07:00:00,https://interconnectproject.eu/example/2022-09-03_070000,0,21.9,22.1,20.6,1
2022-07-24 06:00:00,https://interconnectproject.eu/example/2022-07-24_060000,0,24.4,23.6,20.6,1
2022-08-11 21:00:00,https://interconnectproject.eu/example/2022-08-11_210000,0,23.45,23.5,20.6,1
2022-06-30 07:00:00,https://interconnectproject.eu/example/2022-06-30_070000,0,24.35,23.45,20.6,1
2022-06-28 09:00:00,https://interconnectproject.eu/example/2022-06-28_090000,1,23.4,23.0,20.6,1
2022-07-27 16:00:00,https://interconnectproject.eu/example/2022-07-27_160000,1,23.05,23.1,20.6,1
2022-07-06 16:00:00,https://interconnectproject.eu/example/2022-07-06_160000,1,23.75,22.9,20.6,1
2022-05-22 18:00:00,https://interconnectproject.eu/example/2022-05-22_180000,0,22.75,22.5,20.6,1
2022-10-05 12:00:00,https://interconnectproject.eu/example/2022-10-05_120000,1,21.25,21.2,20.6,1
2022-06-14 17:00:00,https://interconnectproject.eu/example/2022-06-14_170000,0,23.2,22.6,20.6,1
2022-06-27 10:00:00,https://interconnectproject.eu/example/2022-06-27_100000,1,23.45,23.0,20.5,1
2022-09-07 17:00:00,https://interconnectproject.eu/example/2022-09-07_170000,0,23.75,23.2,20.5,1
2022-05-06 12:00:00,https://interconnectproject.eu/example/2022-05-06_120000,1,22.35,22.35,20.5,1
2022-10-26 13:00:00,https://interconnectproject.eu/example/2022-10-26_130000,1,21.700000000000000,22.05,20.5,1
2022-08-17 09:00:00,https://interconnectproject.eu/example/2022-08-17_090000,1,23.95,23.85,20.5,1
2022-08-12 05:00:00,https://interconnectproject.eu/example/2022-08-12_050000,0,23.0,23.15,20.5,1
2022-07-03 16:00:00,https://interconnectproject.eu/example/2022-07-03_160000,0,24.15,23.5,20.5,1
2022-08-21 08:00:00,https://interconnectproject.eu/example/2022-08-21_080000,0,24.3,23.35,20.5,1
2022-06-15 19:00:00,https://interconnectproject.eu/example/2022-06-15_190000,0,23.5,22.8,20.5,1
2022-08-27 16:00:00,https://interconnectproject.eu/example/2022-08-27_160000,0,23.15,22.85,20.5,1
2022-08-26 14:00:00,https://interconnectproject.eu/example/2022-08-26_140000,1,23.8,23.6,20.5,1
2022-07-13 19:00:00,https://interconnectproject.eu/example/2022-07-13_190000,0,24.8,24.3,20.5,1
2022-09-11 11:00:00,https://interconnectproject.eu/example/2022-09-11_110000,0,21.95,21.9,20.5,1
2022-06-05 08:00:00,https://interconnectproject.eu/example/2022-06-05_080000,0,22.6,22.5,20.5,1
2022-08-26 15:00:00,https://interconnectproject.eu/example/2022-08-26_150000,1,23.95,24.1,20.5,1
2022-07-28 18:00:00,https://interconnectproject.eu/example/2022-07-28_180000,0,23.15,22.9,20.5,1
2022-05-18 20:00:00,https://interconnectproject.eu/example/2022-05-18_200000,0,23.5,23.2,20.5,1
2022-07-22 10:00:00,https://interconnectproject.eu/example/2022-07-22_100000,1,24.200000000000000,23.6,20.5,1
2022-05-06 15:00:00,https://interconnectproject.eu/example/2022-05-06_150000,1,22.5,22.95,20.5,1
2022-05-26 12:00:00,https://interconnectproject.eu/example/2022-05-26_120000,1,22.55,22.15,20.5,1
2022-07-05 11:00:00,https://interconnectproject.eu/example/2022-07-05_110000,1,24.05,23.0,20.5,1
2022-07-18 21:00:00,https://interconnectproject.eu/example/2022-07-18_210000,0,24.45,24.1,20.5,1
2022-06-04 22:00:00,https://interconnectproject.eu/example/2022-06-04_220000,0,22.25,22.3,20.5,1
2022-07-23 08:00:00,https://interconnectproject.eu/example/2022-07-23_080000,0,24.0,23.05,20.5,1
2022-10-05 11:00:00,https://interconnectproject.eu/example/2022-10-05_110000,1,21.0,21.15,20.4,1
2022-05-18 05:00:00,https://interconnectproject.eu/example/2022-05-18_050000,0,22.4,22.55,20.4,1
2022-07-08 09:00:00,https://interconnectproject.eu/example/2022-07-08_090000,1,23.35,22.6,20.4,1
2022-08-15 01:00:00,https://interconnectproject.eu/example/2022-08-15_010000,0,24.7,24.55,20.4,1
2022-07-24 23:00:00,https://interconnectproject.eu/example/2022-07-24_230000,0,24.1,23.95,20.4,1
2022-09-08 15:00:00,https://interconnectproject.eu/example/2022-09-08_150000,1,23.5,23.0,20.4,1
2022-05-07 10:00:00,https://interconnectproject.eu/example/2022-05-07_100000,0,22.6,22.0,20.4,1
2022-08-25 21:00:00,https://interconnectproject.eu/example/2022-08-25_210000,0,24.15,24.1,20.4,1
2022-08-17 16:00:00,https://interconnectproject.eu/example/2022-08-17_160000,1,23.6,23.700000000000000,20.4,1
2022-08-29 10:00:00,https://interconnectproject.eu/example/2022-08-29_100000,1,23.25,22.8,20.4,1
2022-08-25 02:00:00,https://interconnectproject.eu/example/2022-08-25_020000,0,23.55,23.8,20.4,1
2022-06-21 17:00:00,https://interconnectproject.eu/example/2022-06-21_170000,0,23.5,23.1,20.4,1
2022-07-09 07:00:00,https://interconnectproject.eu/example/2022-07-09_070000,0,23.05,22.4,20.4,1
2022-06-16 08:00:00,https://interconnectproject.eu/example/2022-06-16_080000,0,23.9,22.8,20.4,1
2022-08-04 03:00:00,https://interconnectproject.eu/example/2022-08-04_030000,0,23.7,23.7,20.4,1
2022-09-10 12:00:00,https://interconnectproject.eu/example/2022-09-10_120000,0,21.65,22.0,20.4,1
2022-06-14 12:00:00,https://interconnectproject.eu/example/2022-06-14_120000,1,23.55,22.6,20.4,1
2022-07-03 08:00:00,https://interconnectproject.eu/example/2022-07-03_080000,0,24.5,23.4,20.4,1
2022-07-16 10:00:00,https://interconnectproject.eu/example/2022-07-16_100000,0,23.3,22.8,20.4,1
2022-10-30 12:00:00,https://interconnectproject.eu/example/2022-10-30_120000,0,21.35,21.75,20.4,1
2022-08-03 05:00:00,https://interconnectproject.eu/example/2022-08-03_050000,0,22.9,23.15,20.4,1
2022-06-26 15:00:00,https://interconnectproject.eu/example/2022-06-26_150000,0,23.9,23.7,20.4,1
2022-08-10 22:00:00,https://interconnectproject.eu/example/2022-08-10_220000,0,22.95,23.1,20.3,1
2022-06-21 11:00:00,https://interconnectproject.eu/example/2022-06-21_110000,1,23.95,23.1,20.3,1
2022-07-11 11:00:00,https://interconnectproject.eu/example/2022-07-11_110000,1,23.8,22.5,20.3,1
2022-07-06 17:00:00,https://interconnectproject.eu/example/2022-07-06_170000,0,23.55,22.9,20.3,1
2022-05-26 13:00:00,https://interconnectproject.eu/example/2022-05-26_130000,1,22.75,22.2,20.3,1
2022-08-19 09:00:00,https://interconnectproject.eu/example/2022-08-19_090000,1,24.0,23.6,20.3,1
2022-10-05 13:00:00,https://interconnectproject.eu/example/2022-10-05_130000,1,21.45,21.3,20.3,1
2022-05-15 07:00:00,https://interconnectproject.eu/example/2022-05-15_070000,0,23.0,22.45,20.3,1
2022-07-01 12:00:00,https://interconnectproject.eu/example/2022-07-01_120000,1,23.8,23.1,20.3,1
2022-08-19 17:00:00,https://interconnectproject.eu/example/2022-08-19_170000,0,23.95,23.65,20.3,1
2022-10-29 16:00:00,https://interconnectproject.eu/example/2022-10-29_160000,0,21.65,22.0,20.3,1
2022-06-03 08:00:00,https://interconnectproject.eu/example/2022-06-03_080000,0,23.9,22.8,20.3,1
2022-08-18 19:00:00,https://interconnectproject.eu/example/2022-08-18_190000,0,24.25,23.9,20.3,1
2022-06-02 15:00:00,https://interconnectproject.eu/example/2022-06-02_150000,1,23.45,22.85,20.3,1
2022-06-18 21:00:00,https://interconnectproject.eu/example/2022-06-18_210000,0,24.3,23.9,20.3,1
2022-05-18 22:00:00,https://interconnectproject.eu/example/2022-05-18_220000,0,23.2,23.1,20.3,1
2022-08-20 08:00:00,https://interconnectproject.eu/example/2022-08-20_080000,0,22.75,22.85,20.3,1
2022-05-18 21:00:00,https://interconnectproject.eu/example/2022-05-18_210000,0,23.35,23.15,20.3,1
2022-09-02 21:00:00,https://interconnectproject.eu/example/2022-09-02_210000,0,22.3,22.7,20.3,1
2022-06-04 10:00:00,https://interconnectproject.eu/example/2022-06-04_100000,0,22.85,22.35,20.2,1
2022-05-23 07:00:00,https://interconnectproject.eu/example/2022-05-23_070000,0,22.4,22.4,20.2,1
2022-07-09 16:00:00,https://interconnectproject.eu/example/2022-07-09_160000,0,23.1,22.35,20.2,1
2022-04-12 11:00:00,https://interconnectproject.eu/example/2022-04-12_110000,1,22.2,22.15,20.2,1
2022-08-01 18:00:00,https://interconnectproject.eu/example/2022-08-01_180000,0,23.95,23.2,20.2,1
2022-07-22 17:00:00,https://interconnectproject.eu/example/2022-07-22_170000,0,23.9,23.9,20.2,1
2022-05-11 17:00:00,https://interconnectproject.eu/example/2022-05-11_170000,0,24.0,23.65,20.2,1
2022-10-27 11:00:00,https://interconnectproject.eu/example/2022-10-27_110000,1,21.65,22.2,20.2,1
2022-08-08 07:00:00,https://interconnectproject.eu/example/2022-08-08_070000,0,23.3,22.7,20.2,1
2022-05-09 09:00:00,https://interconnectproject.eu/example/2022-05-09_090000,1,22.55,21.95,20.2,1
2022-08-25 04:00:00,https://interconnectproject.eu/example/2022-08-25_040000,0,23.4,23.8,20.2,1
2022-05-19 16:00:00,https://interconnectproject.eu/example/2022-05-19_160000,1,23.8,23.200000000000000,20.2,1
2022-07-10 18:00:00,https://interconnectproject.eu/example/2022-07-10_180000,0,23.3,22.7,20.2,1
2022-07-16 07:00:00,https://interconnectproject.eu/example/2022-07-16_070000,0,23.95,23.0,20.2,1
2022-08-28 09:00:00,https://interconnectproject.eu/example/2022-08-28_090000,0,23.2,23.1,20.2,1
2022-10-21 13:00:00,https://interconnectproject.eu/example/2022-10-21_130000,1,21.8,21.95,20.2,1
2022-06-20 13:00:00,https://interconnectproject.eu/example/2022-06-20_130000,1,24.5,23.2,20.2,1
2022-08-17 13:00:00,https://interconnectproject.eu/example/2022-08-17_130000,1,23.6,23.8,20.2,1
2022-05-23 08:00:00,https://interconnectproject.eu/example/2022-05-23_080000,0,22.9,22.5,20.2,1
2022-08-01 07:00:00,https://interconnectproject.eu/example/2022-08-01_070000,0,23.05,22.9,20.2,1
2022-08-26 16:00:00,https://interconnectproject.eu/example/2022-08-26_160000,1,23.9,24.25,20.2,1
2022-06-27 09:00:00,https://interconnectproject.eu/example/2022-06-27_090000,1,23.200000000000000,23.0,20.2,1
2022-07-11 10:00:00,https://interconnectproject.eu/example/2022-07-11_100000,1,23.5,22.45,20.1,1
2022-06-07 11:00:00,https://interconnectproject.eu/example/2022-06-07_110000,1,24.15,22.7,20.1,1
2022-07-27 15:00:00,https://interconnectproject.eu/example/2022-07-27_150000,1,23.1,23.05,20.1,1
2022-08-17 11:00:00,https://interconnectproject.eu/example/2022-08-17_110000,1,23.65,23.8,20.1,1
2022-08-28 17:00:00,https://interconnectproject.eu/example/2022-08-28_170000,0,23.65,23.25,20.1,1
2022-06-02 14:00:00,https://interconnectproject.eu/example/2022-06-02_140000,1,23.65,22.85,20.1,1
2022-09-02 08:00:00,https://interconnectproject.eu/example/2022-09-02_080000,0,21.6,22.35,20.1,1
2022-07-28 09:00:00,https://interconnectproject.eu/example/2022-07-28_090000,1,23.2,22.8,20.1,1
2022-06-23 05:00:00,https://interconnectproject.eu/example/2022-06-23_050000,0,22.6,22.700000000000000,20.1,1
2022-08-27 09:00:00,https://interconnectproject.eu/example/2022-08-27_090000,0,22.866666666666700,22.8,20.1,1
2022-06-05 09:00:00,https://interconnectproject.eu/example/2022-06-05_090000,0,22.75,22.5,20.1,1
2022-05-15 21:00:00,https://interconnectproject.eu/example/2022-05-15_210000,0,22.45,22.6,20.1,1
2022-08-27 17:00:00,https://interconnectproject.eu/example/2022-08-27_170000,0,23.0,23.0,20.1,1
2022-06-27 11:00:00,https://interconnectproject.eu/example/2022-06-27_110000,1,23.5,23.05,20.1,1
2022-07-15 10:00:00,https://interconnectproject.eu/example/2022-07-15_100000,1,23.4,23.35,20.1,1
2022-07-31 17:00:00,https://interconnectproject.eu/example/2022-07-31_170000,0,23.75,23.3,20.1,1
2022-06-15 07:00:00,https://interconnectproject.eu/example/2022-06-15_070000,0,23.950000000000000,22.7,20.1,1
2022-07-27 17:00:00,https://interconnectproject.eu/example/2022-07-27_170000,0,23.0,23.2,20.1,1
2022-06-17 23:00:00,https://interconnectproject.eu/example/2022-06-17_230000,0,23.7,23.5,20.1,1
2022-07-07 14:00:00,https://interconnectproject.eu/example/2022-07-07_140000,1,24.0,23.0,20.1,1
2022-07-17 08:00:00,https://interconnectproject.eu/example/2022-07-17_080000,0,24.3,23.6,20.0,1
2022-07-15 18:00:00,https://interconnectproject.eu/example/2022-07-15_180000,0,23.8,23.8,20.0,1
2022-06-18 04:00:00,https://interconnectproject.eu/example/2022-06-18_040000,0,23.45,23.5,20.0,1
2022-07-31 19:00:00,https://interconnectproject.eu/example/2022-07-31_190000,0,23.25,23.2,20.0,1
2022-07-22 09:00:00,https://interconnectproject.eu/example/2022-07-22_090000,1,24.4,23.55,20.0,1
2022-06-29 20:00:00,https://interconnectproject.eu/example/2022-06-29_200000,0,24.35,23.4,20.0,1
2022-08-17 10:00:00,https://interconnectproject.eu/example/2022-08-17_100000,1,23.75,23.8,20.0,1
2022-09-01 20:00:00,https://interconnectproject.eu/example/2022-09-01_200000,0,22.35,22.5,20.0,1
2022-06-21 13:00:00,https://interconnectproject.eu/example/2022-06-21_130000,1,24.25,23.2,20.0,1
2022-10-27 10:00:00,https://interconnectproject.eu/example/2022-10-27_100000,1,21.3,22.05,20.0,1
2022-05-17 19:00:00,https://interconnectproject.eu/example/2022-05-17_190000,0,23.35,22.9,20.0,1
2022-06-24 08:00:00,https://interconnectproject.eu/example/2022-06-24_080000,0,23.35,23.2,20.0,1
2022-08-07 18:00:00,https://interconnectproject.eu/example/2022-08-07_180000,0,23.45,23.15,20.0,1
2022-08-24 23:00:00,https://interconnectproject.eu/example/2022-08-24_230000,0,23.8,23.8,20.0,1
2022-06-26 13:00:00,https://interconnectproject.eu/example/2022-06-26_130000,0,23.95,23.65,20.0,1
2022-06-21 16:00:00,https://interconnectproject.eu/example/2022-06-21_160000,1,23.55,23.05,20.0,1
2022-05-07 12:00:00,https://interconnectproject.eu/example/2022-05-07_120000,0,22.8,22.1,20.0,1
2022-07-31 18:00:00,https://interconnectproject.eu/example/2022-07-31_180000,0,23.5,23.2,20.0,1
2022-05-13 15:00:00,https://interconnectproject.eu/example/2022-05-13_150000,1,23.25,23.35,20.0,1
2022-07-12 06:00:00,https://interconnectproject.eu/example/2022-07-12_060000,0,23.05,22.4,20.0,1
2022-07-25 03:00:00,https://interconnectproject.eu/example/2022-07-25_030000,0,23.8,23.9,20.0,1
2022-06-17 06:00:00,https://interconnectproject.eu/example/2022-06-17_060000,0,22.75,22.65,20.0,1
2022-10-21 14:00:00,https://interconnectproject.eu/example/2022-10-21_140000,1,21.85,22.25,19.9,1
2022-09-08 09:00:00,https://interconnectproject.eu/example/2022-09-08_090000,1,23.0,23.0,19.9,1
2022-04-18 14:00:00,https://interconnectproject.eu/example/2022-04-18_140000,1,20.9,20.8,19.9,1
2022-08-16 22:00:00,https://interconnectproject.eu/example/2022-08-16_220000,0,24.45,24.4,19.9,1
2022-08-15 02:00:00,https://interconnectproject.eu/example/2022-08-15_020000,0,24.55,24.5,19.9,1
2022-07-04 18:00:00,https://interconnectproject.eu/example/2022-07-04_180000,0,23.75,23.25,19.9,1
2022-05-26 15:00:00,https://interconnectproject.eu/example/2022-05-26_150000,1,22.7,22.2,19.9,1
2022-05-26 14:00:00,https://interconnectproject.eu/example/2022-05-26_140000,1,22.75,22.2,19.9,1
2022-07-15 09:00:00,https://interconnectproject.eu/example/2022-07-15_090000,1,23.55,23.35,19.9,1
2022-05-13 16:00:00,https://interconnectproject.eu/example/2022-05-13_160000,1,23.15,23.5,19.9,1
2022-08-11 22:00:00,https://interconnectproject.eu/example/2022-08-11_220000,0,23.35,23.45,19.9,1
2022-08-26 17:00:00,https://interconnectproject.eu/example/2022-08-26_170000,0,23.85,23.95,19.9,1
2022-08-02 06:00:00,https://interconnectproject.eu/example/2022-08-02_060000,0,22.9,22.700000000000000,19.9,1
2022-06-20 15:00:00,https://interconnectproject.eu/example/2022-06-20_150000,1,24.3,23.1,19.9,1
2022-06-20 14:00:00,https://interconnectproject.eu/example/2022-06-20_140000,1,24.45,23.2,19.9,1
2022-08-05 16:00:00,https://interconnectproject.eu/example/2022-08-05_160000,1,23.45,23.65,19.9,1
2022-09-08 10:00:00,https://interconnectproject.eu/example/2022-09-08_100000,1,23.2,23.05,19.9,1
2022-05-07 08:00:00,https://interconnectproject.eu/example/2022-05-07_080000,0,22.25,21.9,19.9,1
2022-09-12 08:00:00,https://interconnectproject.eu/example/2022-09-12_080000,0,21.200000000000000,21.700000000000000,19.9,1
2022-09-05 21:00:00,https://interconnectproject.eu/example/2022-09-05_210000,0,23.25,23.1,19.9,1
2022-06-25 07:00:00,https://interconnectproject.eu/example/2022-06-25_070000,0,23.55,22.95,19.9,1
2022-10-26 14:00:00,https://interconnectproject.eu/example/2022-10-26_140000,1,21.75,22.1,19.9,1
2022-08-25 22:00:00,https://interconnectproject.eu/example/2022-08-25_220000,0,24.0,24.1,19.9,1
2022-10-26 11:00:00,https://interconnectproject.eu/example/2022-10-26_110000,1,21.25,21.9,19.9,1
2022-09-03 19:00:00,https://interconnectproject.eu/example/2022-09-03_190000,0,22.55,22.4,19.8,1
2022-06-02 16:00:00,https://interconnectproject.eu/example/2022-06-02_160000,1,23.25,22.65,19.8,1
2022-05-12 11:00:00,https://interconnectproject.eu/example/2022-05-12_110000,1,23.75,23.25,19.8,1
2022-10-21 12:00:00,https://interconnectproject.eu/example/2022-10-21_120000,1,21.8,21.8,19.8,1
2022-10-29 09:00:00,https://interconnectproject.eu/example/2022-10-29_090000,0,20.95,21.7,19.8,1
2022-06-21 15:00:00,https://interconnectproject.eu/example/2022-06-21_150000,1,23.75,23.05,19.8,1
2022-08-22 21:00:00,https://interconnectproject.eu/example/2022-08-22_210000,0,23.25,23.2,19.8,1
2022-06-20 16:00:00,https://interconnectproject.eu/example/2022-06-20_160000,1,24.15,23.35,19.8,1
2022-08-05 07:00:00,https://interconnectproject.eu/example/2022-08-05_070000,0,23.05,23.25,19.8,1
2022-08-04 04:00:00,https://interconnectproject.eu/example/2022-08-04_040000,0,23.6,23.75,19.8,1
2022-06-02 13:00:00,https://interconnectproject.eu/example/2022-06-02_130000,1,23.95,22.9,19.8,1
2022-05-22 10:00:00,https://interconnectproject.eu/example/2022-05-22_100000,0,22.8,22.4,19.8,1
2022-06-23 23:00:00,https://interconnectproject.eu/example/2022-06-23_230000,0,23.7,23.6,19.8,1
2022-06-16 19:00:00,https://interconnectproject.eu/example/2022-06-16_190000,0,23.5,23.0,19.8,1
2022-09-13 07:00:00,https://interconnectproject.eu/example/2022-09-13_070000,0,21.3,21.85,19.8,1
2022-07-16 18:00:00,https://interconnectproject.eu/example/2022-07-16_180000,0,23.3,23.2,19.8,1
2022-08-17 02:00:00,https://interconnectproject.eu/example/2022-08-17_020000,0,24.15,24.2,19.8,1
2022-08-17 12:00:00,https://interconnectproject.eu/example/2022-08-17_120000,1,23.6,23.8,19.8,1
2022-08-19 18:00:00,https://interconnectproject.eu/example/2022-08-19_180000,0,23.75,23.65,19.8,1
2022-06-03 19:00:00,https://interconnectproject.eu/example/2022-06-03_190000,0,22.75,22.6,19.8,1
2022-06-07 10:00:00,https://interconnectproject.eu/example/2022-06-07_100000,1,24.2,22.7,19.8,1
2022-08-27 08:00:00,https://interconnectproject.eu/example/2022-08-27_080000,0,22.6,22.75,19.8,1
2022-08-15 03:00:00,https://interconnectproject.eu/example/2022-08-15_030000,0,24.45,24.5,19.8,1
2022-04-12 16:00:00,https://interconnectproject.eu/example/2022-04-12_160000,1,22.65,22.15,19.8,1
2022-07-06 11:00:00,https://interconnectproject.eu/example/2022-07-06_110000,1,24.05,22.8,19.8,1
2022-06-21 12:00:00,https://interconnectproject.eu/example/2022-06-21_120000,1,24.3,23.15,19.8,1
2022-07-05 08:00:00,https://interconnectproject.eu/example/2022-07-05_080000,0,24.35,23.05,19.8,1
2022-08-26 01:00:00,https://interconnectproject.eu/example/2022-08-26_010000,0,23.65,23.85,19.7,1
2022-07-31 07:00:00,https://interconnectproject.eu/example/2022-07-31_070000,0,22.45,22.75,19.7,1
2022-04-18 15:00:00,https://interconnectproject.eu/example/2022-04-18_150000,1,20.85,20.8,19.7,1
2022-07-03 17:00:00,https://interconnectproject.eu/example/2022-07-03_170000,0,24.0,23.5,19.7,1
2022-09-03 20:00:00,https://interconnectproject.eu/example/2022-09-03_200000,0,22.45,22.4,19.7,1
2022-07-11 09:00:00,https://interconnectproject.eu/example/2022-07-11_090000,1,23.1,22.35,19.7,1
2022-08-11 05:00:00,https://interconnectproject.eu/example/2022-08-11_050000,0,22.5,22.75,19.7,1
2022-10-30 13:00:00,https://interconnectproject.eu/example/2022-10-30_130000,0,21.5,21.8,19.7,1
2022-07-26 09:00:00,https://interconnectproject.eu/example/2022-07-26_090000,1,24.2,23.55,19.7,1
2022-10-28 08:00:00,https://interconnectproject.eu/example/2022-10-28_080000,0,20.700000000000000,21.95,19.7,1
2022-05-16 12:00:00,https://interconnectproject.eu/example/2022-05-16_120000,1,23.65,22.9,19.7,1
2022-10-30 11:00:00,https://interconnectproject.eu/example/2022-10-30_110000,0,21.15,21.7,19.7,1
2022-06-26 16:00:00,https://interconnectproject.eu/example/2022-06-26_160000,0,23.9,23.7,19.7,1
2022-08-19 08:00:00,https://interconnectproject.eu/example/2022-08-19_080000,0,24.0,23.6,19.7,1
2022-05-20 12:00:00,https://interconnectproject.eu/example/2022-05-20_120000,1,23.25,22.9,19.7,1
2022-05-12 13:00:00,https://interconnectproject.eu/example/2022-05-12_130000,1,24.200000000000000,23.5,19.7,1
2022-07-05 16:00:00,https://interconnectproject.eu/example/2022-07-05_160000,1,23.9,23.05,19.7,1
2022-08-26 06:00:00,https://interconnectproject.eu/example/2022-08-26_060000,0,23.3,23.5,19.7,1
2022-05-06 17:00:00,https://interconnectproject.eu/example/2022-05-06_170000,0,22.25,22.2,19.7,1
2022-07-26 06:00:00,https://interconnectproject.eu/example/2022-07-26_060000,0,23.4,23.4,19.7,1
2022-06-04 23:00:00,https://interconnectproject.eu/example/2022-06-04_230000,0,22.1,22.3,19.7,1
2022-08-25 23:00:00,https://interconnectproject.eu/example/2022-08-25_230000,0,23.9,24.05,19.7,1
2022-08-26 00:00:00,https://interconnectproject.eu/example/2022-08-26_000000,0,23.75,23.95,19.7,1
2022-05-20 14:00:00,https://interconnectproject.eu/example/2022-05-20_140000,1,23.2,22.95,19.7,1
2022-05-14 09:00:00,https://interconnectproject.eu/example/2022-05-14_090000,0,22.95,22.25,19.7,1
2022-08-16 21:00:00,https://interconnectproject.eu/example/2022-08-16_210000,0,24.55,24.4,19.6,1
2022-05-18 23:00:00,https://interconnectproject.eu/example/2022-05-18_230000,0,23.05,23.1,19.6,1
2022-06-29 05:00:00,https://interconnectproject.eu/example/2022-06-29_050000,0,21.950000000000000,22.75,19.6,1
2022-08-17 14:00:00,https://interconnectproject.eu/example/2022-08-17_140000,1,23.6,23.8,19.6,1
2022-05-20 13:00:00,https://interconnectproject.eu/example/2022-05-20_130000,1,23.2,22.9,19.6,1
2022-07-08 19:00:00,https://interconnectproject.eu/example/2022-07-08_190000,0,23.05,22.8,19.6,1
2022-05-12 14:00:00,https://interconnectproject.eu/example/2022-05-12_140000,1,24.15,23.45,19.6,1
2022-05-12 12:00:00,https://interconnectproject.eu/example/2022-05-12_120000,1,24.0,23.4,19.6,1
2022-05-22 09:00:00,https://interconnectproject.eu/example/2022-05-22_090000,0,22.85,22.4,19.6,1
2022-07-02 07:00:00,https://interconnectproject.eu/example/2022-07-02_070000,0,24.15,22.85,19.6,1
2022-07-25 19:00:00,https://interconnectproject.eu/example/2022-07-25_190000,0,24.25,23.95,19.6,1
2022-09-11 10:00:00,https://interconnectproject.eu/example/2022-09-11_100000,0,21.700000000000000,21.9,19.6,1
